logL,logRho
27.569261880687563,-7.20126582278481
27.575328614762388,-7.218987341772152
27.58139534883721,-7.227848101265822
27.587462082912033,-7.245569620253164
27.593528816986854,-7.254430379746836
27.59959555106168,-7.263291139240506
27.605662285136503,-7.281012658227848
27.611729019211324,-7.28987341772152
27.617795753286146,-7.29873417721519
27.62386248736097,-7.3164556962025316
27.629929221435795,-7.3253164556962025
27.635995955510616,-7.334177215189873
27.64206268958544,-7.351898734177215
27.648129423660265,-7.360759493670886
27.654196157735086,-7.378481012658228
27.660262891809907,-7.387341772151899
27.66632962588473,-7.39620253164557
27.672396359959556,-7.431645569620254
27.678463094034377,-7.431645569620254
27.684529828109202,-7.422784810126583
27.690596562184023,-7.431645569620254
27.696663296258848,-7.413924050632912
27.70273003033367,-7.484810126582278
